"","...1","crime_id","month","reported_by","falls_within","longitude","latitude","location","lsoa_code","lsoa_name","crime_type","last_outcome_category","context"
"570",12114,"0175cdf041a23ed09a03b14e5314a5c8de4cee32f50bdb2e5a1a6d79df7b9be4","2019-05","Merseyside Police","Merseyside Police",-3.060106,53.403233,"On or near Supermarket","E01007122","Wirral 011C","Shoplifting","Court result unavailable",NA
"571",12115,"05021d2973146f7c805984989d617b19308a5b92acbf986d9ab4f68a78279cfb","2019-05","Merseyside Police","Merseyside Police",-3.060106,53.403233,"On or near Supermarket","E01007122","Wirral 011C","Shoplifting","Investigation complete; no suspect identified",NA
"572",12116,"12f023bf1ba54a353aefd5b7602f3860a9aa5a36fe7526d7fd6357090e08d367","2019-05","Merseyside Police","Merseyside Police",-3.060106,53.403233,"On or near Supermarket","E01007122","Wirral 011C","Shoplifting","Court result unavailable",NA
"573",12157,"90f54f25daf4c6fae70ae05cd0991a419f2aa3c6a2822329eb4605b92d5a1238","2019-05","Merseyside Police","Merseyside Police",-3.115721,53.400047,"On or near Supermarket","E01007221","Wirral 012B","Shoplifting","Investigation complete; no suspect identified",NA
"574",12177,"a118d79578407f4a903f52f0f9e01a47e73de069c5553df2cc33b56087685977","2019-05","Merseyside Police","Merseyside Police",-3.112452,53.402127,"On or near Parking Area","E01007227","Wirral 012D","Shoplifting","Unable to prosecute suspect",NA
"575",12195,"c656b21c5ce1570108f5416bb6faeace455f2fa299155f1628201b71447657a5","2019-05","Merseyside Police","Merseyside Police",-3.155615,53.399695,"On or near Station Approach","E01007195","Wirral 013A","Shoplifting","Investigation complete; no suspect identified",NA
"576",12230,"27ae2f7133d1da230e2516b198b49b52bebbbd1c749897b83fcf2f3bf189c548","2019-05","Merseyside Police","Merseyside Police",-3.178563,53.39031,"On or near Parking Area","E01007193","Wirral 014A","Shoplifting","Investigation complete; no suspect identified",NA
"577",12263,"7a96f39bc1dd652d90b24d0951e8678812ea8d72799338650460fe26c2dfaac2","2019-05","Merseyside Police","Merseyside Police",-3.174442,53.395205,"On or near Supermarket","E01007202","Wirral 014E","Shoplifting","Investigation complete; no suspect identified",NA
"578",12309,"31d817c190d5594a9b6d657a121aedf291816fe653b1883957ac14485282cbf8","2019-05","Merseyside Police","Merseyside Police",-3.055987,53.395449,"On or near Supermarket","E01007157","Wirral 015C","Shoplifting","Investigation complete; no suspect identified",NA
"579",12505,"5f78a62111fa8fa234804d0dae4dc9f18cd5364ec2a5e330e6b7ee6c6aacc602","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"580",12506,"0b7f36c3c1486b6bba9b497d86ac6ef04fa70b4e153f9167afe05e4ac8c9799a","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"581",12507,"d21550021f32845954a5d1354eeb81983bf991c746887d5a0d15bd9747419f0b","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"582",12508,"fbfa826740ea148e32c0bacdd0ddae45a19dcebecfdf7318c78cdc96e040330a","2019-05","Merseyside Police","Merseyside Police",-3.025876,53.390947,"On or near Claughton Road","E01007128","Wirral 016C","Shoplifting","Offender sent to prison",NA
"583",12509,"31026cf6be20ab20e1d1d2e69af05aa17130cdb4d6d8da055b229c67ff6284bc","2019-05","Merseyside Police","Merseyside Police",-3.025876,53.390947,"On or near Claughton Road","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"584",12510,"5266b59774a896fb1ffd0e8c3a97bbe5d1ecf7860e7ca4c5ef3fb12805372fb8","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"585",12511,"4df6070065dbb6cd9fda84cc355539353c086bb16d075f3aaa58950503a3c439","2019-05","Merseyside Police","Merseyside Police",-3.023579,53.390481,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"586",12512,"78e029c7f15b1cffeebbc99692b45740e6e466e101777d31a211ad2b01ff1161","2019-05","Merseyside Police","Merseyside Police",-3.025709,53.389016,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"587",12513,"cc23d4f9ec434b3f1b4832fd68560435853a4a61d719a76a506f03cf95b96b13","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Further investigation is not in the public interest",NA
"588",12514,"0991e245b09c1cb2baec122127efa5a104b9989b61fdd973d969d5cf26432f58","2019-05","Merseyside Police","Merseyside Police",-3.025876,53.390947,"On or near Claughton Road","E01007128","Wirral 016C","Shoplifting","Unable to prosecute suspect",NA
"589",12515,"eaf3fcd2a6b2012af35004cd5f6ad59079763590958049c344158460b40b6c6f","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"590",12516,"635d89afc23c49fdb204a7770c5005017dc41dd9a080369fde82c689903e850f","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"591",12517,"24ade7c259c7055d9aa521c94469ca182d3cbafb7ada67a3e1c6bca5153c2c54","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"592",12518,"286097640408317778c3682255699f7edbaa487d9676fe1e8ec3565631b047d3","2019-05","Merseyside Police","Merseyside Police",-3.02875,53.389143,"On or near Supermarket","E01007128","Wirral 016C","Shoplifting","Local resolution",NA
"593",12519,"5ff792a4cb0383e62dd65c043595f095d88402643580401530e919d63bf5c3c1","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Further investigation is not in the public interest",NA
"594",12520,"ea4b4218bb3730e9aa65c96334cf73bec563c440fd488f89837abce4e11eb86f","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"595",12521,"23c6a3007be48119b4dfb3ac7d7b737c0ba9936eaf8484202604ba05577e5c89","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"596",12522,"67d9daaeb1f5ac1c9e273a741b71ef0e6106b412ce03f750e62d4271bc83a986","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Offender sent to prison",NA
"597",12523,"00a75a349248943ab6e6dc12ea05113632fd84c7d05434a823e1216273d90a4c","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"598",12524,"d4644be325f664affb3a266bba0751be2ccc9797b954d830f450b91826194934","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"599",12525,"f56fbd33e8841f0ef014104a0e3c045963b1b93a48ad57f658b99b823478c277","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Unable to prosecute suspect",NA
"600",12526,"4584805b08590a3222b88e24c44dff58a7f0a63c8c97124c338fc389e5174cd4","2019-05","Merseyside Police","Merseyside Police",-3.025876,53.390947,"On or near Claughton Road","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"601",12527,"69694c69075bf182dfb5d670eda5a5a64824adea40f98198c4c9e9e1825ea3d7","2019-05","Merseyside Police","Merseyside Police",-3.025364,53.390277,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Unable to prosecute suspect",NA
"602",12528,"b5b036947b017ea4dd778cb1525ace2b913cff83dad5e80863fef26298295cb2","2019-05","Merseyside Police","Merseyside Police",-3.025876,53.390947,"On or near Claughton Road","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"603",12529,"d63209537ae729194cdcc21db48eef2d23dea29d680834ef4e016a43ddb3ff17","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Action to be taken by another organisation",NA
"604",12530,"3578e7cde2bc82af649a4615b09148056daca80fc8e019f30d63673279ab299f","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"605",12531,"d36cd404cc839e125310b17082278912f5b843eb8c5c52d0f1d585af5628d649","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"606",12532,"1dbf9c7e84995c9a54b88020fbb12542d57d8a8a260ae1a913f005c16381affe","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"607",12533,"dc485c10f85cabebcf7129f6119cbcf014cbeb4c4856341381cc63d490b2d062","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"608",12534,"e0677b7d48c64b80fbda3620246bef7a7e2b15af8bca12c67c2f42c0c7094e4a","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"609",12535,"c75f19d2bc8b802f2cea211babb768422fbc829688664460aab46c76ee6f106a","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"610",12536,"f893c1568619cf2b371c8080bb19f1984d77ba675b78c0098e64876a3b52254a","2019-05","Merseyside Police","Merseyside Police",-3.025364,53.390277,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"611",12537,"ea9a6e32a90253e4b0bec1a9db214619c5a124410a69b6b6a218a129536fd974","2019-05","Merseyside Police","Merseyside Police",-3.028086,53.390308,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"612",12538,"0b8a24d94ab3edcddc274d99c7644675c41274429d05a48ebbbab45bdd500e7a","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"613",12539,"30fc0624efe71266e2880c7a6d9f878bd0fb2de6add162777d52c82ce968d877","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"614",12540,"bf2a8ebc95051fb3ddfa5bb9d09d1cb0691c7a0566578235f926396da07e8caa","2019-05","Merseyside Police","Merseyside Police",-3.02875,53.389143,"On or near Supermarket","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"615",12541,"a5c218a6ff9bf10717dfcd3bd03bfe6d55c7f2f54fb8292285e1784bf98a0b62","2019-05","Merseyside Police","Merseyside Police",-3.02875,53.389143,"On or near Supermarket","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"616",12542,"2aa6e805847e7c722d242434aeff7cee033d78571bf0c6636556e7aa8ec95224","2019-05","Merseyside Police","Merseyside Police",-3.0293,53.390154,"On or near Parking Area","E01007128","Wirral 016C","Shoplifting","Court result unavailable",NA
"617",12543,"e9dd509aea3f1e1014db51983c431325023c4929cf263675187b678915c2d481","2019-05","Merseyside Police","Merseyside Police",-3.02875,53.389143,"On or near Supermarket","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"618",12544,"e13ba3f2095ea430efb2cbe02c6511c78aeec2d996c02239ab2eb8b0e9cf23c9","2019-05","Merseyside Police","Merseyside Police",-3.023846,53.389077,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"619",12545,"d6a367c7c8407042cf7b8418046dd5eaec80061047bb43455ccd1477a79fa933","2019-05","Merseyside Police","Merseyside Police",-3.024076,53.391745,"On or near Shopping Area","E01007128","Wirral 016C","Shoplifting","Investigation complete; no suspect identified",NA
"620",12619,"5cb1a71928c1f5b795348a233c0d49ce92e203dc8d9ad41ac98af90bea1bc840","2019-05","Merseyside Police","Merseyside Police",-3.037122,53.399524,"On or near Duke Street","E01007133","Wirral 016E","Shoplifting","Investigation complete; no suspect identified",NA
"621",12633,"b8797bb263981e3f5309b1c9964bb02b3ae79fabcff9a1d6bc8c8cc925077ed4","2019-05","Merseyside Police","Merseyside Police",-3.125693,53.396601,"On or near Supermarket","E01007224","Wirral 017A","Shoplifting","Investigation complete; no suspect identified",NA
"622",12676,"dace41e94f304649efea277b50d8a49a2375d3553d1f9033f3ff1987570168bb","2019-05","Merseyside Police","Merseyside Police",-3.099861,53.379933,"On or near Petrol Station","E01007302","Wirral 018D","Shoplifting","Investigation complete; no suspect identified",NA
"623",12677,"c4bbb6ba02bec8b46d0e1cee478e6acc2b3fb70a02074998e1da592ddcca67f0","2019-05","Merseyside Police","Merseyside Police",-3.099861,53.379933,"On or near Petrol Station","E01007302","Wirral 018D","Shoplifting","Offender given penalty notice",NA
"624",12678,"42a55291ee44f1f8f9318ee98ee01df4bc503da25a7fa7b25b3cefb1c69fbc1a","2019-05","Merseyside Police","Merseyside Police",-3.099861,53.379933,"On or near Petrol Station","E01007302","Wirral 018D","Shoplifting","Court result unavailable",NA
"625",12833,"444cc720170bebe1bd762dd72b7cbb3cf39891b406a1aeb1cdfe9fbffbe9b79c","2019-05","Merseyside Police","Merseyside Police",-3.028416,53.38217,"On or near Aspendale Road","E01007131","Wirral 021B","Shoplifting","Investigation complete; no suspect identified",NA
"626",12893,"cb96b794d5a901337689c09b75890401fd2e43934fedc02b6823e522807be3a9","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Court result unavailable",NA
"627",12894,"d5d7451c1a17c824a27cc96b34906f3f4350e3f78785528826be3bf9149f896b","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Investigation complete; no suspect identified",NA
"628",12895,"b0c7cbc0912c703b53d8b2f3631a71dc0e4cd87ee38bf00b49078239bf64bed0","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Offender sent to prison",NA
"629",12896,"8a1464e9dcf34f82f2515dda6bfd5df8828e625f1ec8234121b9eb48fbb51479","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Court result unavailable",NA
"630",12897,"880139b7bcec4fc1be5974dd33d6c0ae5959003875aeff531bd03d9d9a7308cd","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Court result unavailable",NA
"631",12898,"8ae32a7c3d5daddf744ec901776c397c0354d2f341d7a02a972655744fb4b88c","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Investigation complete; no suspect identified",NA
"632",12899,"23e572a07a670559ac05aedb7b974c0c4d83debbd0032b15c2b36e0749ebdc19","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Investigation complete; no suspect identified",NA
"633",12900,"8fdb341f2d6b7bf1f77159d5c1d2a13da1c6000d50e7f2438b6161d70791339b","2019-05","Merseyside Police","Merseyside Police",-3.015565,53.387979,"On or near Tunnel Road","E01007291","Wirral 021D","Shoplifting","Investigation complete; no suspect identified",NA
"634",12924,"8b49563eb9a0f52d250bc71c6146b387dc6171268d1d09207565e56854b55462","2019-05","Merseyside Police","Merseyside Police",-3.024691,53.38106,"On or near Church Road","E01007292","Wirral 021E","Shoplifting","Court result unavailable",NA
"635",12963,"90ae59f2c809ef8d2ba6033a118880a526c50d0b875edb00afb1ac73544eed35","2019-05","Merseyside Police","Merseyside Police",-3.033202,53.374928,"On or near Parkhurst Road","E01007181","Wirral 022B","Shoplifting","Court result unavailable",NA
"636",13007,"fa07e44f4fad7357f0a79d890bcb2dd668e6b990f2ae26cf748ba180ec948826","2019-05","Merseyside Police","Merseyside Police",-3.033706,53.380848,"On or near Adelaide Road","E01007244","Wirral 022E","Shoplifting","Unable to prosecute suspect",NA
"637",13036,"c46e0736e056b8bc18fc49d39f774cf5a617e7307afd44befea31b0ba4f709f3","2019-05","Merseyside Police","Merseyside Police",-3.120941,53.37775,"On or near Parking Area","E01007267","Wirral 023E","Shoplifting","Investigation complete; no suspect identified",NA
"638",13037,"a1e2fb39c085818c7df87fe419f780c79cf2c3bfa5a7c3cc9fa492325a6c0380","2019-05","Merseyside Police","Merseyside Police",-3.115964,53.380017,"On or near Petrol Station","E01007267","Wirral 023E","Shoplifting","Investigation complete; no suspect identified",NA
"639",13043,"dd9017443de8d5205816cf1cdb0690abe40874b563811a2c932ffdfd483264df","2019-05","Merseyside Police","Merseyside Police",-3.120932,53.376824,"On or near Supermarket","E01007268","Wirral 023F","Shoplifting","Investigation complete; no suspect identified",NA
"640",13061,"e16df4c52b5c13e85c73a86f5758ceb942f1ad682addfe06e78aeaa78c5e5691","2019-05","Merseyside Police","Merseyside Police",-3.048878,53.373614,"On or near Supermarket","E01007245","Wirral 024B","Shoplifting","Investigation complete; no suspect identified",NA
"641",13062,"092aa66ff51c8709ddf7e2ce90b17afdf44cad0543c106e4de7b9f74f3d8f040","2019-05","Merseyside Police","Merseyside Police",-3.048878,53.373614,"On or near Supermarket","E01007245","Wirral 024B","Shoplifting","Investigation complete; no suspect identified",NA
"642",13063,"a376f9686a0eae8d071cb5385bc5f0fc2de5f125d2d32872a22650d5d2e9d96d","2019-05","Merseyside Police","Merseyside Police",-3.046811,53.373929,"On or near Supermarket","E01007245","Wirral 024B","Shoplifting","Investigation complete; no suspect identified",NA
"643",13064,"f68d35afc20e35c513c69760063261325d1824c91de1e01b863dd223a2b7152f","2019-05","Merseyside Police","Merseyside Police",-3.048878,53.373614,"On or near Supermarket","E01007245","Wirral 024B","Shoplifting","Investigation complete; no suspect identified",NA
"644",13123,"7821c892234e5f6c78ac8c863c95ede7ad62bbbf521dd21512d8cdebeb0daeb8","2019-05","Merseyside Police","Merseyside Police",-3.084595,53.376091,"On or near Supermarket","E01007303","Wirral 025D","Shoplifting","Court result unavailable",NA
"645",13132,"8c3336aaf0ce72b4f5457e50eeea311b44796e1a8c66b93f3e639226af9c8f80","2019-05","Merseyside Police","Merseyside Police",-3.076389,53.370214,"On or near Supermarket","E01007304","Wirral 025E","Shoplifting","Investigation complete; no suspect identified",NA
"646",13145,"0703a0db48cf2f90a7661a8a9b3f8254f4b76bc8ff68f4b4884ce4650f414cd6","2019-05","Merseyside Police","Merseyside Police",-3.187264,53.372821,"On or near Sandlea Park","E01007196","Wirral 026A","Shoplifting","Unable to prosecute suspect",NA
"647",13166,"a54d5d5ad0a4c6bf8d8bf9ed00bcc8ef4e8d7d8d8bc661410c6e654b900af497","2019-05","Merseyside Police","Merseyside Police",-3.185789,53.372197,"On or near Supermarket","E01007198","Wirral 026C","Shoplifting","Unable to prosecute suspect",NA
"648",13167,"23c10a1e5a85459b29925316a64da35ac992f6b2413e1e46ffbdeb4c86923a21","2019-05","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"649",13168,"a8fbd50019499407e89a2598bfbe2f4f64537b1f84046ea17a8ebc818795fc32","2019-05","Merseyside Police","Merseyside Police",-3.184174,53.37251,"On or near The Crescent","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"650",13169,"4405617299979d4f0a8fa3267d01b3cdbf8e5c37fd9cf4faa111a31f17aea9e3","2019-05","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"651",13170,"ba675ab09dd533ac29e336b02fa8b546e1a0efb9b51be0cf720cacbb18abf5aa","2019-05","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"652",13171,"541aba10166e48abf7687634c4499a389d299ff522defb1d7a25193b26547d2d","2019-05","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"653",13172,"c2814d6ecaee396f0b787ebb1901e0a8c9474b4d2bdb2086a6ca8948e472d7e7","2019-05","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Offender given penalty notice",NA
"654",13173,"3c1e77a49433a2717d47b7e92fa8c9dd45ad88684b7b7cdb250adfef69ac7db0","2019-05","Merseyside Police","Merseyside Police",-3.184387,53.374755,"On or near Parking Area","E01007198","Wirral 026C","Shoplifting","Investigation complete; no suspect identified",NA
"655",13256,"850cbdf3eda8d0e9f322df9fd05d4696345ea19fdc97edade5e4ebf7579d7121","2019-05","Merseyside Police","Merseyside Police",-3.014309,53.378147,"On or near Peel Avenue","E01007293","Wirral 027C","Shoplifting","Court result unavailable",NA
"656",13257,"d7d98df4630bab89c5507d90cdb8142c2f637d34ea154b682ff4a6815a5dce7f","2019-05","Merseyside Police","Merseyside Police",-3.011133,53.379234,"On or near Vanguard Way","E01007293","Wirral 027C","Shoplifting","Investigation complete; no suspect identified",NA
"657",13258,"46b7b33f916c30c2f9cc4472b9e2f71320a2d43c317774e58ce539348e1a4199","2019-05","Merseyside Police","Merseyside Police",-3.01546,53.375989,"On or near Gladstone Road","E01007293","Wirral 027C","Shoplifting","Investigation complete; no suspect identified",NA
"658",13259,"2afce1ef1e3a9c7dc6e51c741f1ef7927e13f9403b6c5ee9b6a9595e245a2199","2019-05","Merseyside Police","Merseyside Police",-3.014309,53.378147,"On or near Peel Avenue","E01007293","Wirral 027C","Shoplifting","Court result unavailable",NA
"659",13277,"190b18640c58ca5a380eab1eb8b437bda45c4f5032bbf34075241b6438dfa2b7","2019-05","Merseyside Police","Merseyside Police",-3.011382,53.371978,"On or near Bedford Road","E01007295","Wirral 027D","Shoplifting","Investigation complete; no suspect identified",NA
"660",13333,"f021cbb7c22ef51bc8f240276d5ca7fbe916a91d53cbf26b0dbb84e394cfa0f8","2019-05","Merseyside Police","Merseyside Police",-3.025526,53.374491,"On or near B5148","E01007174","Wirral 029B","Shoplifting","Court result unavailable",NA
"661",13373,"bd816a078cd29ef1bb5593cc09cbf705274187602b189ea3fa42b81b1b4b63f5","2019-05","Merseyside Police","Merseyside Police",-3.044195,53.372657,"On or near Curzon Road","E01007248","Wirral 030A","Shoplifting","Court result unavailable",NA
"662",13431,"c8b69a1e2479d13fea2a554f106f07fa9b5115da4b762ba74479cf451f1f4831","2019-05","Merseyside Police","Merseyside Police",-3.001399,53.358426,"On or near Sandringham Close","E01007141","Wirral 031D","Shoplifting","Offender given penalty notice",NA
"663",13504,"f4f964ce488b6310a66cdee4c9402bbb4b5240145d5eed5703ee72ae52f82d7f","2019-05","Merseyside Police","Merseyside Police",-3.015981,53.360002,"On or near Rosalind Avenue","E01007114","Wirral 032D","Shoplifting","Court result unavailable",NA
"664",13505,"72643bc666d7b20e0c29e36f0e88faeb800c4f94ff7fe0c57275de76f0760e6a","2019-05","Merseyside Police","Merseyside Police",-3.015981,53.360002,"On or near Rosalind Avenue","E01007114","Wirral 032D","Shoplifting","Investigation complete; no suspect identified",NA
"665",13523,"789a82b2ac8ede6f6da2476c15970254021fdb8ddd945ce42b4142e32c33bdd4","2019-05","Merseyside Police","Merseyside Police",-3.023947,53.354441,"On or near Parking Area","E01007116","Wirral 032E","Shoplifting","Investigation complete; no suspect identified",NA
"666",13524,"b0e0c4dc0b145fff554926779c351b3eb811c3f3336f6f65a89cab734417a33f","2019-05","Merseyside Police","Merseyside Police",-3.025221,53.356183,"On or near Petrol Station","E01007116","Wirral 032E","Shoplifting","Court result unavailable",NA
"667",13525,"6c0f62a716948f065a8edfb194c60b68cfa16e5c708d64df2bf6a89a08d3d9c3","2019-05","Merseyside Police","Merseyside Police",-3.025221,53.356183,"On or near Petrol Station","E01007116","Wirral 032E","Shoplifting","Investigation complete; no suspect identified",NA
"668",13546,"34e09d9938c5c3a9d3647a39219df83758dfa4e5c72a307ec3389e639e0a8918","2019-05","Merseyside Police","Merseyside Police",-3.095408,53.348153,"On or near Supermarket","E01007287","Wirral 033D","Shoplifting","Investigation complete; no suspect identified",NA
"669",13547,"fac7c4a154faf352b2b3358a397b9f1e66cf0d74415cf35c957d54ff5f132591","2019-05","Merseyside Police","Merseyside Police",-3.095408,53.348153,"On or near Supermarket","E01007287","Wirral 033D","Shoplifting","Investigation complete; no suspect identified",NA
"670",13557,"ef62491e21d9ec67ef3cd24475a5dbaecc7d0756bc9e32f2de8196866188bcc7","2019-05","Merseyside Police","Merseyside Police",-3.092902,53.352976,"On or near Petrol Station","E01007256","Wirral 034C","Shoplifting","Investigation complete; no suspect identified",NA
"671",13587,"8b546457372f50826ad42b9ef7519dd4fcd5ac34cd4867b7dc10e3e41a2f788e","2019-05","Merseyside Police","Merseyside Police",-2.997327,53.352626,"On or near Jubilee Crescent","E01007142","Wirral 036B","Shoplifting","Investigation complete; no suspect identified",NA
"672",13599,"9b4d4947a78a6c604bd53292fd6dbcc85361798272f0b03d41821a37e1ccdc38","2019-05","Merseyside Police","Merseyside Police",-2.981678,53.348972,"On or near Old Court House Road","E01007143","Wirral 036C","Shoplifting","Court result unavailable",NA
"673",13600,"dd26b346458ff47a109572678129684a74b94d44c84ddea5119d9ae6dbc0965a","2019-05","Merseyside Police","Merseyside Police",-2.980427,53.341584,"On or near Croft Green","E01007143","Wirral 036C","Shoplifting","Investigation complete; no suspect identified",NA
"674",13689,"a4d899fc4857b26309b490fe588118f8113a603dd3ffd0416905af440bbddeb7","2019-05","Merseyside Police","Merseyside Police",-2.976574,53.340582,"On or near Petrol Station","E01007135","Wirral 039A","Shoplifting","Court result unavailable",NA
"675",13690,"98fb5236954b0b7d4640db2bbaea886b68b317a5f3972319c492eea4e311778c","2019-05","Merseyside Police","Merseyside Police",-2.976574,53.340582,"On or near Petrol Station","E01007135","Wirral 039A","Shoplifting","Investigation complete; no suspect identified",NA
"676",13691,"def1778b6efb8fdc32ff752bedab98314d9e0453d3c371835e4615caedd5128d","2019-05","Merseyside Police","Merseyside Police",-2.976574,53.340582,"On or near Petrol Station","E01007135","Wirral 039A","Shoplifting","Investigation complete; no suspect identified",NA
"677",13692,"26faec4b2bf76650c1905096ce54a325debf56f7cd91927b84402cc9ed914151","2019-05","Merseyside Police","Merseyside Police",-2.976574,53.340582,"On or near Petrol Station","E01007135","Wirral 039A","Shoplifting","Investigation complete; no suspect identified",NA
"678",13732,"2a325907f3485fce43c031932244451190fb2c8d2ea05a2e8ce086d6387f3992","2019-05","Merseyside Police","Merseyside Police",-2.973583,53.32795,"On or near Mendell Close","E01007170","Wirral 039D","Shoplifting","Investigation complete; no suspect identified",NA
